2313	wqr002065	/tv/tv_program/country_of_origin	Manchester	North_West_England	north west england , one of nine official regions of england , consists of the five counties of cheshire , cumbria , greater manchester , lancashire and merseyside .	W	23	0
3126	wqr002671	/soccer/football_player/loans /soccer/football_player_loan/lending_team	MTV_Video_Music_Award	MTV	in 2005 mtv australia launched the first ever mtv australia video music awards ( now known as the mtv australia awards ) , based on the vma awards format used in europe and the us .	W	10	2
1785	wqr001606	/film/film/story_by	Real_Madrid_C.F.	2002_UEFA_Champions_League_Final	in 2001 , zidane joined real madrid for a world record fee of 150 billion italian lire , ( about €77.5 million ) and signed a four-year contract . the latest addition to the `` galácticos '' era of global stars signed by real madrid every year , in his first season at the club zidane scored a famous match-winning goal , a volley hit with his weaker foot , in madrid 's 2–1 win over bayer leverkusen in the 2002 uefa champions league final , completing his personal quadruple .	W	5	80
2100	wqr001883	/people/ethnicity/geographic_distribution	Irish_people	Ireland	the troubles and the following operation banner taking place in northern ireland from 1969-2006 marked a new phase in the relationship between irish people and the british armed forces .	C	22	11
2908	wqr002527	/language/human_language/writing_system	Julia_Gillard	Australian_Labor_Party	on 23 june 2010 , kevin rudd called a press conference announcing that a leadership ballot of the australian labor party would occur on the morning of 24 june 2010 , with the candidates being himself and deputy prime minister julia gillard .	W	40	18
3814	wqr003322	/media_common/adapted_work/adaptations	Mediterranean_Sea	Italy	italy controlled ( directly or indirectly ) the seashores of these mediterranean countries , when mussolini spoke and boasted of an `` italian mare nostrum '' in 1941/1942/1943 :	W	11	0
2511	wqr002174	/cvg/game_character/games /cvg/game_performance/voice_actor	Battle_of_Verdun	Verdun	in 1916 , the german offensive at the battle of verdun had been a costly failure .	W	8	10
4258	wqr003669	/religion/religion/practices	Spratly_Islands	Asia	it occupied a number of the spratly islands , including taiping island , built weather stations on two of the islands , and administered them as part of french indochina . this occupation was protested by the republic of china ( roc ) government because france admitted finding chinese fishermen there when french warships visited nine of the islands . in 1935 , the roc government also announced a sovereignty claim on the spratly islands . japan occupied some of the islands in 1939 during world war ii , and it used the islands as a submarine base for the occupation of southeast asia .	W	6	103
1122	wqr001085	/location/location/containedby	Alexandria	Egypt	the main sport that interests alexandrians is football , as is the case in the rest of egypt and africa . alexandria stadium is a multi-purpose stadium in alexandria , egypt .	C	21	17
1987	wqr001785	/influence/influence_node/influenced_by	Effy_Stonem	Kaya_Scodelario	at the house of her friend , effy stonem ( kaya scodelario ) , pandora ( lisa backwell ) tells effy 's mother , anthea ( morwenna banks ) , that she misses thomas , who recently returned to his country of origin , the democratic republic of the congo .	W	7	10
949	wqr000857	/government/political_district/elections	Bill_Clinton	Al_Gore	the contest was between the democratic national ticket of president bill clinton from arkansas and vice president al gore from tennessee and the republican national ticket of former senator bob dole of kansas for president and former housing secretary jack kemp from new york for vice president .	W	10	17
2673	wqr002353	/government/governmental_jurisdiction/governing_officials /government/government_position_held/office_holder	Brazil	Dilma_Rousseff	dilma rousseff was inaugurated as president of brazil on 1 january 2011 .	C	7	0
3329	wqr002836	/sports/sports_championship_event/champion	Sistine_Chapel	Rome	much of his religious music , except for the sacred chansons , he probably wrote during his years in the papal chapel in rome . documents from the sistine chapel archives indicate that the choir sang his music during his residence there .	W	28	23
4107	wqr003510	/basketball/basketball_player/player_statistics /basketball/basketball_player_stats/team	Shaquille_O'Neal	Los_Angeles_Lakers	the `` shaq–kobe feud '' ( or `` kobe–shaq feud '' ) was the rivalry between national basketball association ( nba ) players shaquille o'neal and kobe bryant , who played together on the los angeles lakers team from 1996 to 2004 .	C	23	34
1816	wqr001624	/military/military_conflict/locations	Basque_conflict	Spain	the basque country ( , ; ; ; ) is an autonomous community of northern spain .	C	1	15
3226	wqr002764	/people/person/places_lived /people/place_lived/location	Osama_bin_Laden	Saudi_Arabia	bin laden was born to the family of billionaire mohammed bin awad bin laden in saudi arabia .	C	0	15
4351	wqr003769	/book/author/series_written_or_contributed_to	Orlando,_Florida	Orange_County	orlando ( ) is a city in the u.s. state of florida and the county seat of orange county .	W	0	17
318	wqr000292	/location/hud_county_place/county	Novato,_California	Marin_County	novato creek is a stream in eastern marin county , california , united states .	C	0	7
1746	wqr001571	/film/production_company/films	KITT	William_Daniels	mio created a gps that features the voice of william daniels , who played kitt in the hit 1980s television show `` knight rider '' .	W	14	9
3336	wqr002844	/people/deceased_person/place_of_death	Jack_Daniel	Lynchburg	he and his wife moved back to the lynchburg area following graduation from college and took a job in 1968 at the jack daniel 's distillery there .	C	22	8
2205	wqr002000	/government/governmental_jurisdiction/governing_officials /government/government_position_held/office_holder	France	Nicolas_Sarkozy	in the 2010 fifa world cup , the team continued to perform under expectations and were eliminated in the group stage , while the negative publicity the national team received during the competition led to further repercussions back in france . midway through the competition , striker nicolas anelka was dismissed from the national team after reportedly having a dispute , in which obscenities were passed , with team manager raymond domenech during half-time of the team 's loss to mexico . the resulting disagreement over anelka 's expulsion between the players , the coaching staff , and federation officials resulted in the players boycotting training before their third game . in response to the training boycott , sports minister roselyne bachelot lectured the players and `` reduced france 's disgraced world cup stars to tears with an emotional speech on the eve of their final group a match . '' france then lost their final game 2–1 to the hosts south africa and did not advance . the day after the team 's elimination , it was reported by numerous media outlets that the president of france nicolas sarkozy would meet with team captain thierry henry to discuss the issues associated with the team 's meltdown at the world cup , at henry 's request .	C	39	188
4197	wqr003602	/people/ethnicity/geographic_distribution	Navajo_people	Utah	mark maryboy ( born december 10 , 1955 ) was an american politician for san juan county , utah , and a former navajo nation council delegate for the utah navajo section of the navajo tribe .	C	23	18
4260	wqr003670	/fictional_universe/fictional_setting/languages	Hammurabi	Babylon	his son ishme-dagan i continued this process , however his successors were eventually conquered by hammurabi , a fellow amorite from babylon .	W	15	21
4011	wqr003453	/american_football/football_coach/current_team_head_coached	Nadia_Boulanger	Paris	wood studied composition with nadia boulanger in paris from 1971 to 1972 before going on to study music at cambridge university , where he was organ scholar of sidney sussex college from 1972 until 1975 .	W	4	7
82	wqr000071	/tv/tv_actor/starring_roles /tv/regular_tv_appearance/character	Brian_Austin_Green	David_Silver	brian austin green ( born brian green ; july 15 , 1973 ) is an american actor best known for his portrayal of david silver on the television series `` beverly hills , 90210 '' ( 1990–2000 ) .	C	0	23
2731	wqr002397	/sports/sports_championship/events	World_Series	2001_World_Series	he won the 2001 world series with the diamondbacks , beating the new york yankees .	C	4	3
3552	wqr003033	/location/location/containedby	Toronto	Ontario	the koffler centre of the arts is a broad-based cultural institution established in 1977 by murray and marvelle koffler and based at artscape youngplace in the west queen west area of downtown toronto , ontario .	C	32	34
1288	wqr001192	/education/educational_institution/subsidiary_or_constituent_schools	Mekong	Laos	laos is geographically isolated and mountainous , bounded by the annamite range in the east , forming a traditional political and cultural boundary with vietnam ( a more chinese influenced sinitic culture ) . much of the western borders of laos are formed by the mekong river which provided the major means of inland trade despite limited navigability along the river ’ s length .	W	45	0
3338	wqr002849	/people/person/education /education/education/institution	F._Scott_Fitzgerald	Princeton_University	fitzgerald 's parents , edward and mollie , moved back to st. paul in 1914 while f. scott fitzgerald was a student at princeton university .	C	17	23
141	wqr000108	/influence/influence_node/peers /influence/peer_relationship/peers	Benjamin_Franklin	Philadelphia	the franklin institute is a science museum and the center of science education and research in philadelphia , pennsylvania , us . it is named after the american scientist and statesman , benjamin franklin , and houses the benjamin franklin national memorial .	W	32	16
1744	wqr001571	/film/film_character/portrayed_in_films /film/performance/actor	KITT	William_Daniels	mio created a gps that features the voice of william daniels , who played kitt in the hit 1980s television show `` knight rider '' .	C	14	9
480	wqr000373	/location/country/national_anthem /government/national_anthem_of_a_country/official_anthem_since	Alaska	Juneau	the city and borough of juneau ( ; tlingit : `` dzánti k'ihéeni '' [ ] ) , is the capital city of alaska .	W	23	5
3182	wqr002744	/location/country/capital	Dominican_Republic	Santo_Domingo	the dominican republic is divided into 31 provinces . santo domingo , the capital , is designated distrito nacional ( national district ) .	C	1	9
1229	wqr001165	/fictional_universe/character_occupation/characters_with_this_occupation	Lincoln_Steffens	Journalist	his mother was lottie steffens hollister the sister of journalist lincoln steffens .	W	10	9
454	wqr000373	/location/location/contains	Alaska	Juneau	also referred to as the panhandle or inside passage , this is the region of alaska closest to the rest of the united states . as such , this was where most of the initial non-indigenous settlement occurred in the years following the alaska purchase . the region is dominated by the alexander archipelago as well as the tongass national forest , the largest national forest in the united states . it contains the state capital juneau , the former capital sitka , and ketchikan , at one time alaska 's largest city .	C	15	76
4287	wqr003689	/sports/sports_team/season_record /sports/sports_team_season_record/season	Karl_Marx	Marxism	most modern forms of communism are based upon marxism , a variant of the ideology formed by the sociologist karl marx in the 1840s .	W	19	8
778	wqr000632	/people/person/profession	Gilbert_Gottfried	Actor	for the film ( as well as `` the adventures of ford fairlane '' and `` look who 's talking too '' ) , gilbert gottfried was nominated for a golden raspberry award for worst supporting actor , but lost to donald trump in `` ghosts ca n't do it '' .	C	24	36
3598	wqr003063	/language/human_language/writing_system	Mandy_Patinkin	Mandy_Patinkin	'' prior to the departure of mandy patinkin 's jason gideon from the series , gibson described gideon and hotch as `` an old married couple '' , deeming them father figures to the rest of the bau and professional peers to one another .	W	6	6
306	wqr000270	/organization/organization/phone_number /common/phone_number/service_location	James_Madison	President_of_the_United_States	the square was named for james madison , fourth president of the united states .	W	5	9
1049	wqr001015	/tv/tv_actor/guest_roles /tv/tv_guest_role/episodes_appeared_in	Nicolaus_Copernicus	Astronomer	the composition is dedicated to renaissance astronomer nicolaus copernicus .	W	7	6
3677	wqr003166	/location/country/capital	South_Korea	Seoul	south korea hosted the fifth g20 summit in its capital city , seoul , in november 2010 .	C	0	12
2411	wqr002110	/architecture/building/building_complex	Armenia	Turkey	according to `` armenianow '' news agency `` this was seen as the first territorial claim of armenia to turkey made on an official level .	W	17	19
